"ibm_sentiment_analysis_id","sentiment","ibm_request_sid","tw_sid"
579,"neutral","XR581551bae0139851d5075ab08a2192f8","SM3ab2f158e87592a0c192433747fc9eb4"
580,"positive","XR398b382bd316dab9513a041edd154fd7","SM7184efb7e401a91c11ee217df3b15778"
581,"neutral","XR0f8e2a03313ceefe42bd5e664c893e0c","SM4e1669491ce05af53ab04c3ee2e12209"
582,"negative","XRa287a5f250ae227761b6c3e6f434e3fb","SM98f4ea9f437d2eb006e1d6ec33335691"
583,"negative","XR3831c60f94bef5b9044200579bf22822","SMadb0164fdc87219fd729ed7c6e623eca"
584,"positive","XRbad444aec250a0bc326640ff3219fecd","SM3bffccae1a25abc33ddbd8e6c64bdecc"
585,"negative","XRf47be34c1b3dac8dc37c63d94ea4393a","SMbe0624ac590e2b87ba9f4c710b1d35af"
586,"positive","XR95d4d3cc45079e19d2845baf11f95b97","SM2762a49058ea2aedaf2c4845437dbe07"
587,"neutral","XR624d346662c4b706a71e235a34d55aab","SMbc71a34ccb442530179448f539dda01d"
588,"negative","XRa524eba6dced144b4c09d49d54fcc7c3","SMc5411803995b53f8632f07f2a1d6841c"
589,"positive","XRcebf4e554fb62d33c8b443817a53bb66","SM9d780ab3b170c89d2b5b67268a6e0464"
590,"neutral","XRbff04f89c7bfb194f647ab12ca20c63d","SMa0538acf2342f8b8b2b78450189ebafe"
591,"positive","XR420fd1054da7f57f260f8976a2decc10","SMd8ee660653b2675e5b8000c0e4137e78"
592,"negative","XR9e0b17729b9a36e021e728964f95eb2d","SM208717b43ef6556bc686ad2d730935b3"
593,"negative","XRf10e56819bc246cea30c9662cfb66644","SM3b8d9870780e7eb7236993c9e856b92a"
594,"neutral","XR2a980dbbb856d206efdeb7ebffbaeb33","SM239e9f548dfd88c7ae6234c6267e2838"
595,"positive","XRf5c46006a690059df40f7e38ade420c7","SMdb80092887f884f4fe3b17e3a5bab6ab"
596,"negative","XRbb32277a9696800fbabc566c0335eddd","SM3035bb0aa9e3bfb2e36a6c673fc6cda3"
597,"positive","XRcaf3da5851d794cbb99bfccf8c3151ff","SM55dc2fa5f8d12a650b70cce1f32e64cf"
598,"positive","XR6cf3ba675801999f1c66590c3ada0914","SM37bd9686f230d64f80825404ab4e3461"
599,"negative","XR4ba289610cdb99444fa7cde56e1eb35d","SM677e1f739d049b6d19031d9c331832ff"
600,"neutral","XR1ba3a12754d6678a4ee2959143af2b07","SM457df1816b99fb778949e51df7f6521c"
601,"negative","XRca0b33f075c59c3da80a9543c57f72c2","SM71915a609d3d823269433cadde31f9b4"
602,"negative","XR927d6d93c7470d489ea669628fc7b034","SM3fa5fbb49fe8b458d9cd4886f2a15d5e"
603,"neutral","XR26fb86b79c7116f37f007d4575942d3c","SM9fc7323fec9873b80dbc54456e63e6b9"
604,"positive","XR3d557a8d94b147508cef3596b347c5f7","SM568e7ae44604b0d32317039230a8726a"
605,"negative","XRdf31df1021557a2372675336d8cf11c9","SMdca4852fe79c26e56ea3ff4538344435"
606,"negative","XR8e2923475b9010b384ea2d14d6cbf045","SMbc783cd28dd0d21ffd04dbfb89b4db08"
607,"negative","XR4eae188435b14ef5dd682cc99f8a7ab0","SM139376d353b71d15d1984cf4a6a0fef9"
608,"positive","XR342cf17a626952afa10976255e522efe","SM22acb33b3951ef21a60f6240c2e46e20"
609,"neutral","XRff994bedbba9d525d40833c555de6ec9","SM72bb3b41e714974c73da1d0bca8bdbd2"
610,"negative","XR93efb3f0b8119411a2aeb70cf9005bee","SMcdadb8560dbb0fb0c92dc476e2a76c44"
611,"positive","XR505cd27373dbeb9430cc61ff5f9328eb","SMb036b65c89d9d97e3d7a64811c3dae8c"
612,"negative","XRdb302771826591385228dbfd11a6fb60","SM57b38a5c9db6632b292d821ceed936fc"
613,"positive","XRae6ec61df78990771d8208ff59e433c5","SMae64ea0911144fba8690cd8ef011a106"
614,"negative","XR015926a1818c3fbe14461889029f3e14","SM792c771e2b0067a2405c75f04d95ebea"
615,"negative","XR126d2ff0c6f056931c1b106729ec629e","SM00281606fefc7d0dd41f2c5988d71088"
616,"negative","XRea11a287be6313a7a9b53b67e7525115","SMae83a29a2b0ec0d46a76a3efb8885d38"
617,"negative","XR6d27eb4e22a28cf273aeac5620894327","SM3e69fdb57376efc2791f04ddda7a2a66"
618,"positive","XR20f928673591e0cbc031e296c793aaba","SM66381db199be939f76ce141d1b24601c"
619,"positive","XR1e305aebb31ac8600a35c7977a72ad36","SMa1ea68c7a02eaa6105f24f063ebbe096"
620,"neutral","XR16e2c30c93b3a9439204a555707977e9","SMa207f993a2ff96872d6776ee734af936"
621,"negative","XR8ba53e00e37d8721413303c5133b64af","SMf0c813b9e502a93c9ae79026ff515358"
622,"neutral","XR34fa5e2dd2e11e36d98d04c0cd50f23a","SM19d3f8e546f6ec354617650f66341585"
623,"negative","XRa353222c0e59c9b78389078df2d2cf37","SMaee60fab9ef6dbb055601867297bf1ad"
624,"positive","XR3935e02dbac1edc78048ffa00c8e8eda","SM33c2d33850e72b3e70d6ad499b4b09c8"
625,"neutral","XRcc890792340b2684622bb0051fd9c463","SM35b337114456bca596672ad192e02100"
626,"negative","XR9b57fca9e0abb5458d8a08b286ceebe9","SM79cd0c0ad21f25c9dfe76df5b60dda65"
627,"positive","XR8fb8f8aba3d6f4ecda8157ef8e68a758","SMb78601f185a91f668944c50ebf25c34d"
628,"negative","XRe6033a7ff14c2598f2e79b33b9dc654e","SM4f53cd6eb81d0ae833e654ac44149288"
631,"positive","XR4dfe8edfb34fe20721a2507384994636","SM14182fc4a7d89761b525f8d1550bc2a9"
632,"positive","XRedd6fd3ec703a50179b391afae629246","SMdcec61a6045f97ba58f57682a5132019"
633,"neutral","XRe279c2e5bef61d988073f0566214c8a9","SMa77187d9835d51b61f4b80ab089b3ec2"
635,"negative","XR14b21eaddefc07e919406c201254b9ad","SM5569804409e2e6bd3ad6d519e20ba5c5"
629,"neutral","XR29799200fbbc28d9c8452ded90f4e3b8","SMf1952125a961b7a8a145053b316dc7cd"
630,"negative","XRe6c978bd7fab8874c3c6c6daf123c4cd","SM3186fc438a84760f46ffce9c45719dd3"
634,"negative","XRd8abe750d221705a7797fd48ce907819","SM8bda3b42b2532943b3759db20d8ca221"
636,"positive","XR667a59843cd636e9abeeb3999d4e6e6e","SMab257ad4b0cf06a003a34315685b8a71"
637,"positive","XR303bd83e3d2fe9c178172ede45156787","SMaa04413f8970ce552e4c781afe46594d"
638,"negative","XRc205b5c48413824fcfe8aabcb7bb55a9","SM2788ace9442c7fe6ddf9884a110a951b"
639,"positive","XReb6c0b7618af6840abf8dfdd4f6841bc","SM9739e8aad546a15d0517d192d416f1a3"
640,"positive","XR5cb0133085c57a335875e457b2ebb807","SM5271f9f93364a34947dc2e43c525ea92"
641,"neutral","XR4eee996230f479f04ebeba583d9d9bc6","SM506a583273c7561f1079e97aea5b64da"
642,"positive","XR09052d71006a7ade29422868a6b34af7","SM60a4bdf4abadc23a6d91d375506d90ce"
643,"positive","XR44c5fc9f11f858797a843d7b57cc1d8e","SM2cd54fba9f6c4b507d8e8200d4ca5373"
644,"negative","XRc1e6ea47d43ad3735f65510123d15967","SM4d4fd78a4776f717c69ed6ea24e3b0d5"
645,"positive","XR9b5a6c71e25edf2c4237d71e82e2c1ad","SMb8fee0caa0283d93dd72f1021f0870bc"
646,"positive","XR476eabfef622c9fba9f755c7ca19de7e","SMaf78feca94f286c4af2571cd46e2803d"
647,"positive","XR158214d0323d5bf0c0fcd11c0fb41565","SM385cf9871a057d1ac2ff0863b2a29748"
648,"negative","XR2cfcd4b119940e693a9cd9759af0f230","SMb20adfe06094ec867e9c72baf658a247"
649,"positive","XR484e0242d24e1fed24765da9db3fadcd","SM1646a8dd9d521be368812d58379ec6bb"
650,"negative","XR1c810c7dfe6dc394b0c7411596e0627a","SM9d39c7f5beff4c2a9ee6e43aa56ef64c"
651,"neutral","XR6b954feae3ee98fdb6079f8007eccee6","SM1e83dd1d9c7e11ad5786b88f52af660e"
652,"neutral","XR367c997a181825eae1bbce1af474d10b","SM9cb676efa3a81dd1de08c7cadf532830"
653,"neutral","XR0ebf4c245f96647feb2bd9a62960af90","SM98ffe5c53e5f2cd63ef3bfbcc2ced433"
654,"positive","XR3e359f1dc96d963c1aa203718ce92255","SM8d78710b4044f9996aea8cb270695864"
655,"negative","XR54bfb5642de651671f8ad3d303f6efb7","SM308126bb0250e3fa1d136328428b89c1"
656,"neutral","XR709f4fe6d38da04d3d0557b872560f63","SM3cfdc750eacc8496860ca2ecf174f8e3"
657,"positive","XR1ad95ef695bcbb53924cb23a2a51eef7","SMdfdcab2343e347f29741204d1a18ce3a"
658,"positive","XR0752bd6e199413f758cace314f8441cc","SMf5344cc5f379bde96439d1f0b1592a77"
659,"positive","XR73c0c5102c06a86d78d4d9157d996d7f","SMeaf714e6a96684b79d09fe32747ebdf1"
660,"positive","XR9b35c8ce5c4e6caa4f7504dda1f765f9","SM8023436982ee2a18765ee6a28c5f1e7d"
661,"negative","XR92afc63f5dcc2a650aff6cb66b90a2c2","SM05320abb77f3898582d20974f1cdcef5"
662,"negative","XRd0cf433a330b92bed4de2c030cbffa89","SM4a06a24ae4f7c04a47c68a9cb28720a0"
663,"neutral","XRd13298a8a94f09db61ed0438fef64128","SM16f8915e5fce3c9c5b4183780984b849"
664,"negative","XRc00fd30ba48a26dca9e20e0a7678dc96","SMae408cbde0357eb71e3e4d523b767df2"
665,"negative","XR0a5833fe82a048ee7e2336dcf96930d1","SM3783b0f653360f049686b165d44dd74b"
666,"positive","XRd16925593aa84b894117fc97bead6482","SMc855c46ef56a62e40d5d107c461da647"
667,"negative","XR57e3de4382b1373a0430a5c3cda8520a","SMf9544030aa037f70eaca278dcb593193"
668,"neutral","XRd2ca9442f5fc6fb81d6634453bb0c17c","SM39942631cf996791c2ea3273d03ecc73"
669,"positive","XR93988c92c219961841d3c945f5d904bc","SMaa044535294db05481dd7107cf4e6a99"
670,"positive","XRf8bcf62f33084bcf3246845554d3936e","SM0039c71f31584c895a9bfb6c01e0b48f"
671,"positive","XRde44e8ed1e24249f956619be624d6354","SM7688f181a719070178b321b22f19c05b"
672,"negative","XRae27d8798cb28956635aaf28712b8970","SM3dd9f3f3a1e3e7381f71b0cf5a37c8c9"
673,"positive","XR95b23ceb05bac6340dca25a6322b11f9","SM9e44ecdf8541fab71a96fea6a683ecce"
674,"negative","XRa35b86cc602904ddb365d02435abfbdf","SMc4dae8a596ad0d9096338c1c38a62f6f"
675,"negative","XR638b4377948cad4fefea323669ad09e7","SMb22f6d775b5dff8d065d31f88fa12547"
676,"neutral","XR069e462e6c0f0345d13ae38a9a07a1ba","SMb5bf1c7e14b3a099552b3338cd616e8b"
677,"positive","XR4c2c0a6dcad8edf51fec940b63cfc200","SMdfe6136b727a248cd7ca3cb0c1049765"
678,"positive","XR92e48e02bd8c91fc11c6740df1b414d8","SMb213285bf2b3de89d813e2f0ec724534"
679,"neutral","XR178f9d4ec6ba4d02067a0b1c80882255","SM6bc4b7527f423d749fc3d676d57661a8"
680,"positive","XRf6e2013e6b65550e48ce63cd0b5a0262","SMd4aae782b29c09800b88ccb0082c94f2"
681,"positive","XRc9f5afb522baf0d8fda946ac4f3b061b","SM3efbe85519b20caf1d06965d9045a706"
682,"positive","XR448db2b66e61323e60ce6b97d26dee30","SMf9d3bc579b102f199a0794d6a0058da5"
683,"positive","XR29550a3563950d78e9aaae5f4e059818","SM67af3c3cc102428f9659a28aa94a7b58"
684,"positive","XR0530a6837f29c9a381225b299f99f3d5","SMfb33eae1746cd5b03856892bf794d28d"
685,"neutral","XR161c2f7cab6674c1e97f6d1ecefa728a","SM82f75409747cb2edbb58b3f558f24359"
686,"positive","XR7236e291ecb0d020fd7223e3c05e5236","SMda65fc4ef5a1476a354d0da2acf2b789"
687,"positive","XR208e54c8f92ba7be9d72679601b88f46","SMd00d9ef766db56907a88b7d5c1766da3"
688,"positive","XR7837bd846af470e71c0e83d2e4dcd712","SMc6cc02af8ffda9931c44d8b4e45af385"
689,"negative","XRe1ab8e440cde26080760d0d93d5d7782","SM6c8fc487b35fedb4b08b55b6621df3e6"
690,"positive","XRea6c2ce08adc312799de7a524b166dd3","SM5e7f2031aa9ab4af0244495ce05090cc"
691,"positive","XRe7e39e189d80e73545bbaa2797a7a353","SMbc665abbfd6689cb1b92bf68e6ff7106"
692,"negative","XRb6caf4671f0dacaa43fdcd60eb4e111e","SMa5418e90a83b95b7efc29d0918ddaffe"
693,"negative","XRe156fdba1f027e6fcdbe4550be85b919","SM86823af5c196c0b1c8e31c8b3ce7bd13"
694,"negative","XRd532ad7340cd7e552b0c53660a2bf1fc","SM0d0422454ef1d949e712b6f4495f28a9"
695,"positive","XR5b416566aa91a366b1f250341653206a","SMe395f7adf82bfc6d4bd04538af5e5271"
696,"neutral","XR96c33136892c8cc369f28e8e5ab9e34a","SM1fb05f6055e42e036d63a431e88fe4e6"
697,"positive","XR59daaa083690b0f25101267635627e45","SMaf84ac6bcd295c9065d7bf5a2f2d5d36"
698,"negative","XR102640054cd7798dee81ddb1a3b37feb","SM3ea696f7fbee31df4b99c977d2bc3e8e"
699,"positive","XRef49fc51ead1e4ee295cbee8dce8e5e8","SMf0bbd5871b002cda70e8974b8ab66cf3"
700,"neutral","XR8171666017c2a31599d855186ef7dc67","SM78e0340a5a66dc8612bf92efe42087db"
701,"negative","XR1996e578ebc5ddc1bec06d3b2bf936bc","SMece435cc619dc0b4575f6aeac5bcb0bc"
702,"negative","XRd7d674703b1ab74d92255fd744cb4b50","SMe3deabf9fdd75ba1a54ae31b235a3130"
703,"negative","XRfce1fb44a26ec15408516646878658ce","SM52ff37fab200048a8a7e08f2d4acd18e"
705,"positive","XRcc7c6310e3962a5d1db7222a871942ab","SM375bbf7d21dbf16bec778cf7f6b7dc32"
706,"negative","XR4c831e5e609077b545f9c206ffb42dfd","SMac7340449521b7cbb0ef50938c87dce9"
708,"negative","XR6a354c50e2e15114cb0bc227d574abc5","SM9bfc7a395775174246e20b8528e0548b"
711,"negative","XR156af77844c58b83e4c846c322b0119e","SM18d25483884bd24aa73edc1f89d7085e"
712,"neutral","XR51773d833d8cc6301dc7d8974aea8606","SMeeabe65b1198d42b9238c165d5f20fa8"
714,"positive","XR2a8e1a95906d3adcb2c61be235638d53","SMa052885528ea3919be3ee63ef89795ca"
716,"positive","XR6f228ec6bf3afb4951be2bdb5e2e635d","SM1e6791051a40abcb29133370f3645821"
721,"positive","XRfb9872ee7bf742fbe6b85734fe629c44","SM1ec6732dc1ccb6fd66e96fa782f79194"
723,"neutral","XR0fdc0f5635cd66926100fc639a4af3cc","SM0650c0edaca2a24f0eb13075875baf0f"
704,"positive","XRd617af19e8b79fe1a62b180d2c6a67e0","SM5c795a79490516197244e9ce2af7f9f5"
707,"positive","XR900078b295637081340dfbe627aa8fe9","SM39473c1ee8144e1abddcc7f752df1af9"
709,"negative","XRf3ce40bb9ee50728243b7e3da9f9c170","SM89ae42688315665f70ffc07933350fb2"
710,"neutral","XR0ffbc952d33d6a9a8ce94fbf99122f00","SM61e465aef53c744b8fa580158e419735"
713,"positive","XRad43729f334d9b81815da5b4fbcc0a94","SM1cc8b9d65d732d55418426f9d9f98de4"
715,"neutral","XRf9385f14ca3f1a6eb876504e111ec72f","SMfc803becebb2020d733aa5847bf8c57a"
717,"negative","XRa016b4d2c9e6267a2da9fb2613c1d583","SM04aa0f698bc198ff4c28f03c564610a2"
718,"negative","XR60644c6441e1c80377c3c1eddbeee7ee","SM4dd21d6e659cfcfa63740158a90b6fef"
719,"positive","XRc13844cfda3ef5ae68cb5993815100cd","SM4cc2f9f6dcf89274cdd7dabf2ee881cd"
720,"neutral","XR223d486a7f8679a6b5741ac89ae8c140","SM98c318e72268a530dbb309f9bf0b7890"
722,"positive","XR54001823f1c4e72480baa063abfdb5a0","SM1c4c7aa6c8d3fead41e26e8ef046c622"
724,"positive","XR2f6d433668df0cbb8a21d026dae59b4d","SMaa62b046c61205713c47edf0f6fb9e5d"
725,"negative","XR19dc6c719666b15a56d6b60a9a322402","SM17e9897e3bf98bbfe577f105cd98447c"
726,"positive","XRa2b9956262ba9392dd58695c7ffe2702","SM16d7b471baa774f95f02cbd62e16f285"
727,"neutral","XRd46d0e33a6195e7ca620808be2d2d70a","SMd130ccf23bec367cd6a15c507540fba0"
728,"positive","XRd359ef9bc10c7a8e681ecbf6740ac592","SM37bf0464b36c81eb1d9144ed7f1b7d4d"
729,"negative","XR1c70099f5a61504723966862230d00f0","SM2062e11d6d376ef33f5cfd96b8774423"
730,"negative","XRb9d2e60519db3ff0c9a43e47821baf6a","SMee1cc12a48a25760e8a8627e6fe9e500"
731,"positive","XRf332c0129bfca7de0978f3b351d4b02f","SMe727829ce2f50a49df03ab4fadb5cccb"
732,"negative","XRb38470872069a901063fffd41149d8e9","SMe7849239e1708516cd8ef2f28afa65f8"
733,"positive","XR0b41e46232ae6f04830435fa319ae2d4","SMe0969f9970dd2c3867163b30adb04cb8"
734,"negative","XR35130dc506aa177da52631b7a5e8d7cd","SM286403fd9118cb9e18d0c426829a9759"
735,"negative","XR9e4015e976546a6e4883ceed5b9e1b1d","SMacadcb05d60abebbae22788125fc3537"
736,"neutral","XR7a72a1618326b907b388177db954b547","SMe60770b19e65a5b094e636b34c4b10b1"
737,"negative","XRa9fbd141770eca7a6c91aab4ab27dcfb","SMd4536f02d758f84ddcc26c2bb0c6c090"
738,"negative","XR90b0371f609691458780a25ca29f33bd","SM87e93a4dc51f5b049d6f636619a16c9a"
739,"negative","XR7c2d823f4bfd78bbc534490795c06cd6","SMa927a189dcb217268e9b776b44b6d5df"
740,"negative","XRf0bb93c38e7aeecb14d13bad6983ef0c","SMd9575e856c202edebc4531bdc26fb5e2"
741,"neutral","XRc174e5e010104b945c3344db961ac12b","SMc4d035184759ca02413665e5f0abfe98"
742,"neutral","XR5ef55f9ae1bfbedb62e8ef6d198cb17c","SMa6d8ff826febec4a959a7583741a047d"
743,"negative","XR20433d5d2ccd9aba7991b9cc54eca027","MM9bef2e04082bb97adf6fdcc433a2d0df"
744,"neutral","XR504de8b2e841be31135aa49c493ce3de","SM4b978f09cd7562f744b323b54c1c247e"
745,"positive","XR1fbf9b3135604fe67b6adedbef79004f","SMda83701bcc82b5e38841c092a698c1b1"
746,"neutral","XRda2badd5cb4b516c93af33c8d9fb21ab","SM986b0668014a4d6163f4332bce046424"
747,"positive","XR5f7e5d072f7fd3c3e28288ab2fecbba4","SM9f36160543fadbb2bb7f326190ab1227"
748,"positive","XRd523b46d8e2404e800e32ba3b9364493","SMfebd5fd15f4f13fc0ed0676509239d54"
749,"negative","XRe3f20976118dff0283c667ef61da3d5d","SM4d261263a287034dfa498c3871843435"
750,"neutral","XRdd8a1959affbff0e734e19fc79854fe5","SMf08934a885ca6a5af39ef01e54d9baeb"
751,"negative","XRde8e2585b828af591330a5bb7bdaf1a7","SM1cc4fbcb8ed3d381b71ac44a691e906d"
752,"negative","XR52c80a36b979ae1273fda8bb6754ca3d","SM2fe7956970e4f7a0d8a4efcfe64bc91b"
753,"negative","XRa466a3abced92d88d240d3efdc3b2cb6","SM952cc1bf33640479bdc18e77447584a5"
754,"negative","XR7d579cfc66aaf18b20557cf0dfd3da5e","SMb12fde02568857c0addee544ad254dd9"
755,"positive","XR63f2f2701f4e167ed29026488157f413","SM6d276349b38fedee386c9ce76cfef689"
756,"positive","XR5746637c7c8b5dd2eba5565157ad0284","SMe93c5ac9f25a1375496de9008d7b98be"
757,"negative","XR5f03223f6e9e1eeea5ca8e1642686be1","SMd9ce2bfd332575ef3a79e697ab566a4f"
758,"neutral","XR6adb62a1519df0c2a579d3b39b53c5cd","SM3f65509e0cbefcb222f9f969aa6d6a94"
759,"neutral","XRda5d24a4f372cc60e6ccabc9da2cd066","SMeb9faa20f6a00d9abfc40bb1598cf901"
760,"negative","XR1498aa7f1033e4c8caad6af4803046ec","SM7b03362799c019612292f84d4cfc49fb"
761,"positive","XR708005a2a32521a0e541691ce451b464","SM7ff1f3dc0602ca0cea1875f28a7cd34b"
762,"negative","XR50c74cd08a6ed1167f3c6ed6adc9982c","SMa2fdbc1a01a667fb175d7eb2e6a8c7d6"
763,"positive","XR877b6bc148027b33c77719aec251a7b3","SM443ecada25e8e98b0317605490271d38"
764,"positive","XR5002074c12aa876ff0c54c7ff8a1d922","SMa103a15d0b66b18995cc1f55b8c1b46b"
765,"positive","XRe6c4f5c978019c8e45ee3135392f0ddd","SM5f994e63b43b5c542b4b7f7f7c745add"
766,"positive","XR840a8137b5bc97cdf8afe0b28f0c5e5c","SMcc651b2050aec03f2981473b8d0caba7"
767,"neutral","XR3587ee0f26fa6e569558c289d320da6a","SM20de2c07b21f710fe0ffc9b727f4149a"
768,"positive","XR682a9d7a3935852f54512bafcd99b0e4","SM82dd7e465b5780a62e4aae8e96d47e6e"
769,"negative","XR8aea6a020d7ca82784ec0b2ac3863329","SM980be2deaa41b85cc03cfd534985d8d2"
770,"negative","XRd6e3d4a045914b92203bfb59d5967dad","SM4dadf9848a2061afe334c300c832cfdd"
771,"neutral","XRe5f501d2cafb3842bc26601eaced62fd","SMc9e8b5ca917ccf7cf820415414dd6d42"
